input,output
Featured Image Zoom Level,"DESCRIPTION:
The UI should display a featured image with a zoom level indicator, allowing users to zoom in or out of the image. The image should be responsive, adapting to different screen sizes and devices. The zoom level indicator should be visually appealing and easy to use.
COMPONENTS:
- FeaturedImage: a standalone component that displays the featured image.
- ZoomLevelIndicator: a standalone component that displays the zoom level indicator.
- ZoomControl: a component that takes children (e.g., zoom in and zoom out buttons).
HTML:
<div class=""flex justify-center""><FeaturedImage/><ZoomControl><button>+</button><button>-</button></ZoomControl><ZoomLevelIndicator/></div>
COMPONENT HTML:
FeaturedImage:
<img src=""{image_url}"" alt=""{image_alt}"" class=""w-full h-full object-cover""/>
ZoomLevelIndicator:
<p>Zoom: {zoom_level}%</p>
ZoomControl:
<div class=""flex justify-center"">{children}</div>"
Featured Posts: Showcase of top articles,"DESCRIPTION:
The UI should display a showcase of top articles, featuring a title, image, and short description for each article. The showcase should be responsive, with a maximum of 3 articles per row on desktop and 1 article per row on mobile.
COMPONENTS:
- FeaturedPostCard: A standalone component that displays a single featured post.
- FeaturedPostsGrid: A component that takes children (`FeaturedPostCard` components) and displays them in a grid layout.
HTML:
<section class=""container mx-auto p-4""><h2>Featured Posts</h2><div class=""grid grid-cols-1 md:grid-cols-3 lg:grid-cols-3 gap-4""><FeaturedPostsGrid><FeaturedPostCard/><FeaturedPostCard/><FeaturedPostCard/><!-- Add more FeaturedPostCard components here --></FeaturedPostsGrid></div></section>
COMPONENT HTML:
FeaturedPostCard:
<article class=""bg-white rounded-lg shadow-md p-4""><img src=""{post_image}"" alt=""{post_title}"" class=""w-full h-48 object-cover rounded-t-lg""/><h3 class=""text-lg font-bold"">{post_title}</h3><p>{post_description}</p><a href=""{post_url}"" class=""text-blue-600 hover:text-blue-900"">Read more</a></article>
FeaturedPostsGrid:
<div class=""grid grid-cols-1 md:grid-cols-3 lg:grid-cols-3 gap-4"">{children}</div>"
Featured Video Player,"DESCRIPTION:
The UI should be a responsive video player with a prominent play button, video title, and video description. It should be accessible and SEO-friendly.
COMPONENTS:
- VideoPlayer: Standalone component that renders the video player.
- VideoPlayButton: Standalone component that renders the play button.
- VideoTitle: Standalone component that renders the video title.
- VideoDescription: Standalone component that renders the video description.
HTML:
<!-- Container for the video player --><div class=""max-w-md lg:max-w-lg xl:max-w-xl mx-auto p-4""><!-- Video player component --><VideoPlayer/><!-- Video title component --><VideoTitle/><!-- Video description component --><VideoDescription/></div>
COMPONENT HTML:
VideoPlayer:
<!-- Video player container --><div class=""relative""><!-- Video element --><video id=""video"" class=""w-full h-full"" poster=""{poster_url}""><source src=""{video_url}"" type=""video/mp4""/></video><!-- Video play button --><VideoPlayButton/></div>
VideoPlayButton:
<!-- Play button --><button class=""absolute top-1/2 left-1/2 transform -translate-x-1/2 -translate-y-1/2 bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"" aria-label=""Play video""><span class=""sr-only"">Play video</span><i class=""fas fa-play"" aria-hidden=""true""></i></button>
VideoTitle:
<!-- Video title --><h2 class=""text-2xl font-bold mb-2"">{video_title}</h2>
VideoDescription:
<!-- Video description --><p class=""text-lg mb-4"">{video_description}</p>"
Search bar for finding specific content,"DESCRIPTION:
The UI should be a simple search bar with a input field, a placeholder text, and a search button. The search bar should be responsive and adapt to different screen sizes.
COMPONENTS:
- SearchBar: A standalone component that contains the input field and the search button.
- SearchInput: A standalone component that represents the input field.
- SearchButton: A standalone component that represents the search button.
HTML:
<nav class=""flex justify-center md:w-1/2 lg:w-1/3 mx-auto""><SearchBar/></nav>
COMPONENT HTML:
SearchBar:
<div class=""flex items-center border border-gray-200 rounded-lg""><SearchInput/><SearchButton/></div>
SearchInput:
<input type=""search"" placeholder=""Search..."" class=""w-full px-4 py-2 text-lg text-gray-700""/>
SearchButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded""><i class=""fas fa-search""></i></button>"
Social Media Feed Header,"DESCRIPTION:
The UI should be a responsive header that contains a username, profile picture, and a post count. It should be easily accessible on both desktop and mobile devices.
COMPONENTS:
- UserProfile: (standalone) - contains the profile picture and username
- PostCount: (standalone) - displays the number of posts
- SocialMediaHeader: (takes children) - the main header component that contains the `UserProfile` and `PostCount` components
HTML:
<header class=""max-w-md mx-auto p-4 pt-6 lg:p-6 lg:pt-12""><SocialMediaHeader><UserProfile/><PostCount/></SocialMediaHeader></header>
COMPONENT HTML:
UserProfile:
<div class=""flex items-center mb-4 lg:mb-6""><img src=""{profile_picture_url}"" alt=""{username}"" class=""w-12 h-12 rounded-full mr-4""/><h2 class=""text-lg lg:text-xl"">{username}</h2></div>
PostCount:
<p class=""text-sm lg:text-base"">{post_count} posts</p>
SocialMediaHeader:
<div class=""flex flex-col lg:flex-row justify-between items-center"">{children}</div>"
Testimonial Quote Image,"DESCRIPTION:
The UI should display a quote with an image of the person who said it, along with their name and title.
COMPONENTS:
- TestimonialCard: A standalone component that displays a quote, image, name, and title.
- QuoteText: A standalone component that displays the quote text.
- ImageAvatar: A standalone component that displays the image of the person who said the quote.
- PersonInfo: A standalone component that displays the name and title of the person who said the quote.
HTML:
<div class=""mx-auto max-w-md p-4""><TestimonialCard/></div>
COMPONENT HTML:
TestimonialCard:
<div class=""flex flex-col md:flex-row items-center mb-4""><ImageAvatar/><div class=""md:ml-4""><QuoteText/><PersonInfo/></div></div>
QuoteText:
<blockquote class=""text-lg font-bold mb-2"">{quote_text}</blockquote>
ImageAvatar:
<img src={image_url} alt={person_name} class=""w-24 h-24 rounded-full mb-4 md:mb-0""/>
PersonInfo:
<p class=""text-lg"">{person_name}</p><p class=""text-sm"">{person_title}</p>"
Dropdown Menu Item Style,"DESCRIPTION:
A dropdown menu item with a caret icon indicating that it has a submenu. The item should be clickable and have a hover effect.
COMPONENTS:
- DropdownMenuItem: standalone, contains text and a caret icon.
- CaretIcon: standalone, a small triangle icon indicating a submenu.
HTML:
<nav class=""flex justify-center mb-4""><ul class=""flex flex-wrap justify-center mb-4""><li class=""mr-4""><DropdownMenuItem/></li></ul></nav>
COMPONENT HTML:
DropdownMenuItem:
<li class=""inline-flex items-center text-gray-600 hover:text-gray-900 transition duration-300 ease-in-out""><a class=""dropdown-item py-2 px-4"">{menuItemText}</a><CaretIcon/></li>
CaretIcon:
<span class=""inline-block align-middle text-gray-600""><i class=""fas fa-caret-down mr-2""></i></span>"
Shader/Gradient backgrounds,"DESCRIPTION:
The UI should display a container with a shader/gradient background that changes color depending on the screen size.
COMPONENTS:
- GradientBackground: A standalone component that displays a shader/gradient background.
HTML:
<div class=""h-screen w-full""><GradientBackground/></div>
COMPONENT HTML:
GradientBackground:
<div class=""h-full w-full bg-gradient-to-r from-{start_color} to-{end_color} md:bg-gradient-to-br lg:bg-gradient-to-t""><!-- background container --></div>"
Hashtag and @Mention Links,"DESCRIPTION:
The UI should display a list of hashtag and @mention links, each link is clickable and can be styled differently.
COMPONENTS:
- HashtagLink: standalone, represents a single hashtag link.
- MentionLink: standalone, represents a single @mention link.
HTML:
<ul class=""flex flex-wrap gap-2""><li><HashtagLink/></li><li><MentionLink/></li><!-- more links here --></ul>
COMPONENT HTML:
HashtagLink:
<a href={hashtag_link} class=""text-blue-600 hover:text-blue-900 transition duration-300"">{hashtag_text}</a>
MentionLink:
<a href={mention_link} class=""text-blue-600 hover:text-blue-900 transition duration-300"">@{mention_text}</a>"
Headline and Summary Text,"DESCRIPTION:
The UI should display a headline and a summary text in a responsive, mobile-first layout. The headline should be prominent and attention-grabbing, while the summary text should provide a brief overview of the content.
COMPONENTS:
- HeadlineComponent: (standalone): displays a prominent headline text
- SummaryTextComponent: (standalone): displays a brief summary text
HTML:
<div class=""flex flex-col items-center md:flex-row md:justify-center""><HeadlineComponent/><SummaryTextComponent/></div>
COMPONENT HTML:
HeadlineComponent:
<h1 class=""text-3xl font-bold mb-4"">{headline_text}</h1>
SummaryTextComponent:
<p class=""text-lg text-gray-600"">{summary_text}</p>"
Company Logo Icon,"DESCRIPTION:
The UI should be a simple icon that displays the company logo. It should be responsive, mobile-first, and accessible.
COMPONENTS:
- CompanyLogoIcon: A standalone component that displays the company logo.
HTML:
/nav><CompanyLogoIcon/></nav>
COMPONENT HTML:
CompanyLogoIcon:
<a href=""{homepage_url}""><img src=""{logo_url}"" alt=""Company Logo"" class=""w-8 h-8 md:w-10 md:h-10 rounded-full""/></a>"
Game Reviews and Ratings,"DESCRIPTION:
The UI should display a list of game reviews with their corresponding ratings, allowing users to easily scan and compare games. The design should be clean, modern, and responsive, with clear typography and adequate white space. The ratings should be visually prominent, and the overall layout should prioritize readability.
COMPONENTS:
- GameRatingsList: (Takes children): A container component that holds a list of `GameReviewCard` components.
HTML:
<main class=""max-w-md mx-auto p-4""><h1 class=""text-3xl font-bold mb-4"">Game Reviews and Ratings</h1><GameRatingsList><!-- List of GameReviewCard components will be rendered here --></GameRatingsList></main>
COMPONENT HTML:
GameRatingsList:
<ul class=""list-none"">{children}</ul>"
Featured Product Title,"DESCRIPTION:
The UI should display a prominent title highlighting a featured product. It should be visually appealing, responsive, and accessible.
COMPONENTS:
- FeaturedProductTitle: Standalone component that displays a highlighted title.
HTML:
<section class=""container mx-auto p-4 lg:p-8""><FeaturedProductTitle/></section>
COMPONENT HTML:
FeaturedProductTitle:
<h2 class=""text-3xl font-bold mb-4 text-primary"">{product_title}</h2>"
Visual indicator showing the completion status of a process or task,"DESCRIPTION:
A horizontal progress bar with a fill color indicating the completion percentage.
COMPONENTS:
- ProgressBar: standalone component
HTML:
<div class=""flex justify-center mb-4""><ProgressBar/></div>
COMPONENT HTML:
ProgressBar:
<div class=""w-full bg-gray-200 h-2 rounded-full""><div class={`bg-${color} h-2 rounded-full`} style={{ width: `${percentage}%` }}/></div>"
Dropdown Menu Title,"DESCRIPTION:
The Dropdown Menu Title UI should be a dropdown menu title element that displays a title and a dropdown icon, indicating that there are more options available. The UI should be responsive, mobile-first, accessible, SEO-friendly, and well-documented.
COMPONENTS:
- DropdownMenuTitle: a standalone component that displays the title and dropdown icon.
- DropdownIcon: a standalone component that displays the dropdown icon.
HTML:
<div class=""flex items-center justify-between""><DropdownMenuTitle/><DropdownIcon/></div>
COMPONENT HTML:
DropdownMenuTitle:
<p class=""text-lg font-bold"">{menu_title}</p>
DropdownIcon:
<span class=""material-icons"">arrow_drop_down</span>"
