input,output
List of options that appears when a user clicks or hovers over a button or link,"description:
The UI should feature a button or link that, when clicked or hovered over, reveals a dropdown list of options. The list should appear directly beneath the button or link and be vertically aligned with the start of the button or link. It should be styled minimally with clear visual separation between each option.
components:
- DropdownButton: (standalone): This component represents the button that triggers the dropdown list.
- DropdownMenu: (takes children): This is the container for the list of options that appears when the DropdownButton is activated.
- DropdownItem: (takes children): Represents a single option within the DropdownMenu.
html:
<div class=""relative""><DropdownButton/><DropdownMenu><DropdownItem>Option 1</DropdownItem><DropdownItem>Option 2</DropdownItem><DropdownItem>Option 3</DropdownItem></DropdownMenu></div>
component html:
DropdownButton:
<!-- Button to trigger dropdown --><button class=""px-4 py-2 bg-blue-500 text-white rounded hover:bg-blue-600 focus:outline-none focus:ring-2 focus:ring-blue-500 focus:ring-opacity-50"" aria-haspopup=""true"" aria-expanded=""false"">Click for options </button>
DropdownMenu:
<!-- Container for dropdown items, hidden by default, shown on button click/hover --><div class=""absolute left-0 mt-1 w-48 bg-white shadow-lg border border-gray-200 rounded-md hidden"">{children} </div>
DropdownItem:
<!-- Individual dropdown item --><a href=""{item_link}"" class=""block px-4 py-2 text-sm text-gray-700 hover:bg-gray-100"">{children} </a>"
Dropdown Menu Arrow,"description:
A dropdown menu arrow is a small triangle that indicates the presence of a dropdown menu. It should be a small, downward-facing triangle that changes direction when the dropdown menu is open.
components:
- DropdownMenuArrow: A standalone component that displays a triangle pointing down or up.
html:
<button class=""flex justify-center""><!-- dropdown menu button content --><DropdownMenuArrow/></button>
component html:
DropdownMenuArrow:
<div class=""w-3 h-3""><span class=""block w-full h-0.5 bg-current rotate-45 translate-x-1/2 -translate-y-1/2""></span><span class=""block w-full h-0.5 bg-current -rotate-45 translate-x-1/2 translate-y-1/2""></span></div>"
Shader/Gradient backgrounds,"description:
The UI should display a container with a shader/gradient background that changes color depending on the screen size.
components:
- GradientBackground: A standalone component that displays a shader/gradient background.
html:
<div class=""h-screen w-full""><GradientBackground/></div>
component html:
GradientBackground:
<div class=""h-full w-full bg-gradient-to-r from-{start_color} to-{end_color} md:bg-gradient-to-br lg:bg-gradient-to-t""><!-- background container --></div>"
A product grid component that displays 4 products per row,"description:
The product grid component should display products in a grid layout with 4 products per row on large screens, 2 products per row on medium screens, and 1 product per row on small screens. The grid should have a gap of 1rem between products and a margin of 2rem on the outside. The products should have a subtle shadow and a hover effect to highlight the product on mouseover. The component should be responsive and accessible on different screen sizes.
components:
- ProductGrid: (Takes Children): A container component that holds the product items.
- ProductItem: (Standalone): A component that represents a single product item.
html:
<div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><ProductGrid><!-- Product items will be rendered here --></ProductGrid></div>
component html:
ProductGrid:
<div class=""grid grid-cols-1 sm:grid-cols-2 md:grid-cols-2 lg:grid-cols-4 gap-4 my-4"">{children}</div>
ProductItem:
<div class=""bg-white shadow-md rounded overflow-hidden""><img src={product_image} alt={product_name} class=""w-full h-48 object-cover""/><div class=""p-4""><h2 class=""text-lg font-bold"">{product_name}</h2><p class=""text-gray-600"">{product_description}</p><p class=""text-lg font-bold"">{product_price}</p></div></div>"
Upload/Progress Bars,"description:
A horizontal progress bar that fills up as the upload progresses, with a percentage indicator.
components:
- ProgressBar: a standalone component that displays the progress of the upload
- ProgressIndicator: a standalone component that displays the percentage of the upload
html:
<div class=""flex items-center gap-2""><ProgressBar/><ProgressIndicator/></div>
component html:
ProgressBar:
<div class=""bg-gray-200 h-2 rounded-lg overflow-hidden""><div class=""bg-blue-500 h-2 rounded-lg"" style=""width: {progressPercentage}%;""}/></div>
ProgressIndicator:
<p class=""text-sm"">{progressPercentage} %</p>"
Alerts (warning),"description:
The UI should include an alert notification that communicates a warning to users. The alert will typically be highlighted with colors that designate caution, such as yellow or orange, and contain a clear and concise message.
components:
- AlertBox: (Standalone)**: This is the container for the alert message. It is styled to draw attention and indicate the warning status.
html:
<div class=""main-content""><AlertBox/></div>
component html:
AlertBox:
<div role=""alert"" class=""p-4 mb-4 bg-yellow-200 text-yellow-800 border-l-4 border-yellow-600""><p>{warningMessage}</p></div>"
Location component with a map pin icon and white text,"description:
The Location component should be a compact, iconic representation of a location, with a map pin icon and white text on a colored background. It should be easily readable on different screen sizes.
components:
- LocationComponent: (Takes Children): A compact representation of a location, with a map pin icon and white text on a colored background.
html:
<LocationComponent><span>{locationName}</span></LocationComponent>
component html:
LocationComponent:
<div class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded""><i class=""fas fa-map-pin mr-2"" aria-hidden=""true""></i>{children}</div>"
Hero Overlay Gradient,"description:
The UI should be a hero section with a gradient overlay, typically used as a background image or video, with a clear call-to-action (CTA) on top of it.
components:
- HeroGradientOverlay: (standalone): The gradient overlay component.
- HeroCTA: (takes children): The call-to-action component.
html:
<section class=""h-screen relative""><HeroGradientOverlay/><div class=""absolute inset-0 flex items-center justify-center""><HeroCTA>Insert CTA text or button here</HeroCTA></div></section>
component html:
HeroGradientOverlay:
<div class=""absolute inset-0 bg-gradient-to-r from-purple-500 to-pink-500 opacity-80""></div>
HeroCTA:
<div class=""text-2xl font-bold text-white"">{children}</div>"
Drag-and-Drop FileUploader Component,"description:
The UI should be a rectangular box with a dashed border, where users can drag and drop files or click to select files to upload. The box should have a label ""Drag and drop files or click to upload"" and a progress bar to show the upload progress.
components:
- FileUploader: standalone component that contains a drop zone and a progress bar
- DropZone: standalone component that displays the drag-and-drop area
- ProgressBar: standalone component that displays the upload progress
html:
<div class=""max-w-md mx-auto p-4""><FileUploader/></div>
component html:
FileUploader:
<div class=""bg-gray-50 border-2 border-dashed rounded flex flex-col justify-center p-4""><DropZone/><ProgressBar/><p>{upload_progress}% uploaded</p><p>{error_message}</p></div>
DropZone:
<div class=""p-4 text-center""><p>Drag and drop files or click to upload</p><input type=""file"" multiple/></div>
ProgressBar:
<div class=""w-full bg-gray-200 rounded h-2""><div class=""bg-blue-500 h-2"" style=""`width: {upload_progress}%;""}></div></div>"
Profile picture with dropdown menu options,"description:
A profile picture with a dropdown menu that appears when the profile picture is clicked. The dropdown menu should contain several options.
components:
- ProfilePicture: (standalone)
- DropdownMenu: (takes children)
- MenuItem: (standalone)
html:
<div class=""flex justify-end""><ProfilePicture/><DropdownMenu><MenuItem/><MenuItem/><MenuItem/></DropdownMenu></div>
component html:
ProfilePicture:
<img src={profile_picture_url} class=""w-8 h-8 rounded-full cursor-pointer""/>
DropdownMenu:
<div class=""absolute right-0 mt-2 w-48 bg-white rounded-md overflow-hidden shadow-md"">{children}</div>
MenuItem:
<a href={menu_item_url} class=""block px-4 py-2 text-sm text-gray-700 hover:bg-gray-100"">{menu_item_text}</a>"
"A thumbnail image component with a rounded 8px corner, displaying a photo of a teacher or instructor","description:
The thumbnail image component should be a rectangular box with a rounded corner, displaying a photo of a teacher or instructor. The image should be centered within the box and take up most of the space. The box should have a subtle shadow to give it depth. On smaller screens, the box should be smaller and more circular to fit the screen size.
components:
- ThumbnailImage: (Takes Children): A container component that holds the image and provides the rounded corner and shadow styling.
html:
<ThumbnailImage><!-- image here --></ThumbnailImage>
component html:
ThumbnailImage:
<div class=""w-48 h-48 md:w-64 md:h-64 lg:w-80 lg:h-80 rounded-2xl shadow-md overflow-hidden"">{children}</div>"
Audio transitions,"description:
The UI should display a list of audio transitions with their corresponding durations and types. The list should be responsive, easily accessible on both desktop and mobile devices, and follow a card-based layout for each transition.
components:
- AudioTransitionCard: standalone component representing a single audio transition.
- TransitionList: component that takes children, representing the list of audio transitions.
html:
<div class=""max-w-md mx-auto p-4""><h2 class=""text-2xl font-bold mb-4"">Audio Transitions</h2><TransitionList><AudioTransitionCard/><AudioTransitionCard/><!-- Add more AudioTransitionCard components as needed --></TransitionList></div>
component html:
AudioTransitionCard:
<div class=""bg-white shadow-md rounded px-4 py-6 mb-4""><h3 class=""text-lg font-bold"">{transition_name}</h3><p>Type: {transition_type}</p><p>Duration: {duration} seconds</p></div>
TransitionList:
<ul class=""list-none mb-0"">{children}</ul>"
